codice_comune,COD_PROV,anno,popolazione
004181,004,2025,1022
004181,004,2026,1014
004182,004,2025,101
004182,004,2026,98
004183,004,2025,90
004183,004,2026,87
004184,004,2025,86
004184,004,2026,83
004185,004,2025,2120
004185,004,2026,2103
004186,004,2025,489
004186,004,2026,487
004187,004,2025,1533
004187,004,2026,1519
004188,004,2025,125
004188,004,2026,124
004189,004,2025,1596
004189,004,2026,1615
004190,004,2025,2149
004190,004,2026,2132
004191,004,2025,744
004191,004,2026,744
004192,004,2025,2606
004192,004,2026,2610
004193,004,2025,154
004193,004,2026,150
004194,004,2025,1580
004194,004,2026,1591
004195,004,2025,402
004195,004,2026,394
004196,004,2025,968
004196,004,2026,959
004197,004,2025,831
004197,004,2026,836
004198,004,2025,363
004198,004,2026,357
004199,004,2025,467
004199,004,2026,473
004200,004,2025,144
004200,004,2026,151
004201,004,2025,1149
004201,004,2026,1144
004202,004,2025,718
004202,004,2026,719
004203,004,2025,17560
004203,004,2026,17575
004204,004,2025,82
004204,004,2026,81
004205,004,2025,978
004205,004,2026,967
004206,004,2025,145
004206,004,2026,141
004207,004,2025,409
004207,004,2026,402
004208,004,2025,3067
004208,004,2026,3051
004209,004,2025,2242
004209,004,2026,2253
004210,004,2025,1884
004210,004,2026,1896
004211,004,2025,2423
004211,004,2026,2420
004212,004,2025,2903
004212,004,2026,2928
004213,004,2025,3730
004213,004,2026,3686
004214,004,2025,1334
004214,004,2026,1346
004215,004,2025,21792
004215,004,2026,21761
004216,004,2025,168
004216,004,2026,166
004217,004,2025,2109
004217,004,2026,2087
004218,004,2025,497
004218,004,2026,484
004219,004,2025,319
004219,004,2026,324
004220,004,2025,468
004220,004,2026,471
004221,004,2025,320
004221,004,2026,322
004222,004,2025,6283
004222,004,2026,6272
004223,004,2025,2689
004223,004,2026,2675
004224,004,2025,103
004224,004,2026,102
004225,004,2025,2200
004225,004,2026,2219
004226,004,2025,189
004226,004,2026,190
004227,004,2025,543
004227,004,2026,509
004228,004,2025,703
004228,004,2026,698
004229,004,2025,48
004229,004,2026,48
004230,004,2025,741
004230,004,2026,734
004231,004,2025,288
004231,004,2026,289
004232,004,2025,2255
004232,004,2026,2322
004233,004,2025,922
004233,004,2026,911
004234,004,2025,774
004234,004,2026,790
004235,004,2025,93
004235,004,2026,92
004237,004,2025,1359
004237,004,2026,1335
004238,004,2025,564
004238,004,2026,553
004239,004,2025,1084
004239,004,2026,1079
004240,004,2025,6444
004240,004,2026,6519
004241,004,2025,2373
004241,004,2026,2377
004242,004,2025,3199
004242,004,2026,3187
004243,004,2025,2668
004243,004,2026,2690
004244,004,2025,2871
004244,004,2026,2918
004245,004,2025,6021
004245,004,2026,6038
004246,004,2025,740
004246,004,2026,725
004247,004,2025,1542
004247,004,2026,1548
004248,004,2025,574
004248,004,2026,566
004249,004,2025,379
004249,004,2026,383
004250,004,2025,504
004250,004,2026,507
005001,005,2025,1528
005001,005,2026,1545
005002,005,2025,519
005002,005,2026,525
005003,005,2025,938
005003,005,2026,957
005004,005,2025,581
005004,005,2026,574
005005,005,2025,73440
005005,005,2026,73604
005006,005,2025,371
005006,005,2026,383
005007,005,2025,1102
005007,005,2026,1104
005008,005,2025,297
005008,005,2026,292
005009,005,2025,411
005009,005,2026,404
005010,005,2025,301
005010,005,2026,305
005011,005,2025,804
005011,005,2026,793
005012,005,2025,2504
005012,005,2026,2505
005013,005,2025,1651
005013,005,2026,1643
005014,005,2025,1222
005014,005,2026,1235
005015,005,2025,1101
005015,005,2026,1102
005016,005,2025,408
005016,005,2026,421
005017,005,2025,9998
005017,005,2026,10014
005018,005,2025,976
005018,005,2026,974
005019,005,2025,307
005019,005,2026,295
005020,005,2025,576
005020,005,2026,581
005021,005,2025,565
005021,005,2026,559
005022,005,2025,3642
005022,005,2026,3660
005023,005,2025,1115
005023,005,2026,1129
005024,005,2025,587
005024,005,2026,591
005025,005,2025,2610
005025,005,2026,2588
005026,005,2025,292
005026,005,2026,281
005027,005,2025,137
005027,005,2026,137
005028,005,2025,1836
005028,005,2026,1827
005029,005,2025,806
005029,005,2026,815
005030,005,2025,688
005030,005,2026,680
005031,005,2025,3107
005031,005,2026,3095
005032,005,2025,346
005032,005,2026,356
005033,005,2025,728
005033,005,2026,731
005034,005,2025,419
005034,005,2026,430
005035,005,2025,214
005035,005,2026,217
005036,005,2025,591
005036,005,2026,594
005037,005,2025,336
005037,005,2026,327
005038,005,2025,252
005038,005,2026,242
005039,005,2025,398
005039,005,2026,404
005040,005,2025,1238
005040,005,2026,1221
005041,005,2025,292
005041,005,2026,285
005042,005,2025,1399
005042,005,2026,1415
005044,005,2025,192
005044,005,2026,191
005045,005,2025,318
005045,005,2026,307
005046,005,2025,256
005046,005,2026,262
005047,005,2025,592
005047,005,2026,596
005048,005,2025,518
005048,005,2026,507
005049,005,2025,513
005049,005,2026,506
005050,005,2025,5693
005050,005,2026,5664
005051,005,2025,427
005051,005,2026,427
005052,005,2025,1083
005052,005,2026,1081
005053,005,2025,1490
005053,005,2026,1511
005054,005,2025,470
005054,005,2026,473
005055,005,2025,726
005055,005,2026,722
005056,005,2025,516
005056,005,2026,507
005057,005,2025,546
005057,005,2026,511
005058,005,2025,2025
005058,005,2026,2006
005059,005,2025,1934
005059,005,2026,1897
005060,005,2025,294
005060,005,2026,296
005061,005,2025,213
005061,005,2026,204
005062,005,2025,386
005062,005,2026,370
005063,005,2025,516
005063,005,2026,522
005064,005,2025,192
005064,005,2026,190
005065,005,2025,925
005065,005,2026,892
005066,005,2025,2037
005066,005,2026,2038
005067,005,2025,988
005067,005,2026,990
005068,005,2025,828
005068,005,2026,820
005069,005,2025,2773
005069,005,2026,2762
005070,005,2025,862
005070,005,2026,869
005071,005,2025,842
005071,005,2026,834
005072,005,2025,300
005072,005,2026,301
005073,005,2025,963
005073,005,2026,932
005074,005,2025,710
005074,005,2026,708
005075,005,2025,1227
005075,005,2026,1221
005076,005,2025,2340
005076,005,2026,2320
005077,005,2025,1036
005077,005,2026,1030
005080,005,2025,10142
005080,005,2026,10168
005081,005,2025,68
005081,005,2026,67
005082,005,2025,428
005082,005,2026,446
005083,005,2025,425
005083,005,2026,417
005084,005,2025,499
005084,005,2026,489
005085,005,2025,222
005085,005,2026,217
005086,005,2025,573
005086,005,2026,557
005087,005,2025,1907
005087,005,2026,1891
005088,005,2025,146
005088,005,2026,144
005089,005,2025,1550
005089,005,2026,1535
005090,005,2025,745
005090,005,2026,752
005091,005,2025,354
005091,005,2026,350
005092,005,2025,446
005092,005,2026,440
005093,005,2025,935
005093,005,2026,935
005094,005,2025,366
005094,005,2026,360
005095,005,2025,331
005095,005,2026,320
005096,005,2025,1346
005096,005,2026,1357
005097,005,2025,8071
005097,005,2026,8040
005098,005,2025,95
005098,005,2026,98
005099,005,2025,679
005099,005,2026,661
005100,005,2025,960
005100,005,2026,930
005101,005,2025,1177
005101,005,2026,1163
005103,005,2025,524
005103,005,2026,522
005104,005,2025,95
005104,005,2026,96
005105,005,2025,235
005105,005,2026,222
005106,005,2025,539
005106,005,2026,531
005107,005,2025,129
005107,005,2026,128
005108,005,2025,1732
005108,005,2026,1739
005109,005,2025,754
005109,005,2026,762
005111,005,2025,265
005111,005,2026,260
005112,005,2025,2437
005112,005,2026,2445
005113,005,2025,592
005113,005,2026,582
005114,005,2025,227
005114,005,2026,227
005115,005,2025,813
005115,005,2026,807
005116,005,2025,790
005116,005,2026,792
005117,005,2025,2907
005117,005,2026,2959
005118,005,2025,5542
005118,005,2026,5507
005119,005,2025,378
005119,005,2026,388
005120,005,2025,533
005120,005,2026,531
005121,005,2025,1474
005121,005,2026,1497
005122,005,2025,408
005122,005,2026,420
006001,006,2025,19005
006001,006,2026,19017
006002,006,2025,313
006002,006,2026,292
006003,006,2025,92522
006003,006,2026,93409
006004,006,2025,669
006004,006,2026,655
006005,006,2025,658
006005,006,2026,632
006007,006,2025,382
006007,006,2026,386
006008,006,2025,357
006008,006,2026,354
006009,006,2025,6340
006009,006,2026,6335
006010,006,2025,250
006010,006,2026,241
006011,006,2025,1217
006011,006,2026,1252
006012,006,2025,2027
006012,006,2026,2009
006013,006,2025,1580
006013,006,2026,1574
006014,006,2025,492
006014,006,2026,486
006015,006,2025,671
006015,006,2026,662
006016,006,2025,169
006016,006,2026,163
006017,006,2025,1719
006017,006,2026,1692
006018,006,2025,1913
006018,006,2026,1889
006019,006,2025,539
006019,006,2026,534
006020,006,2025,1313
006020,006,2026,1333
006021,006,2025,2158
006021,006,2026,2140
006022,006,2025,1031
006022,006,2026,1037
006023,006,2025,316
006023,006,2026,343
006024,006,2025,422
006024,006,2026,420
006025,006,2025,451
006025,006,2026,437
006026,006,2025,465
006026,006,2026,464
006027,006,2025,730
006027,006,2026,730
006028,006,2025,441
006028,006,2026,431
006029,006,2025,1766
006029,006,2026,1776
006030,006,2025,1103
006030,006,2026,1114
006031,006,2025,304
006031,006,2026,311
006032,006,2025,432
006032,006,2026,437
006033,006,2025,864
006033,006,2026,848
006034,006,2025,77
006034,006,2026,76
006035,006,2025,514
006035,006,2026,519
006036,006,2025,715
006036,006,2026,711
006037,006,2025,1186
006037,006,2026,1189
006038,006,2025,344
006038,006,2026,335
006039,006,2025,32428
006039,006,2026,32461
006040,006,2025,964
006040,006,2026,945
006041,006,2025,130
006041,006,2026,134
006043,006,2025,2803
006043,006,2026,2811
006044,006,2025,841
006044,006,2026,845
006045,006,2025,89
006045,006,2026,85
006046,006,2025,417
006046,006,2026,429
006047,006,2025,4483
006047,006,2026,4519
006048,006,2025,127
006048,006,2026,115
006049,006,2025,1819
006049,006,2026,1811
006050,006,2025,448
006050,006,2026,445
006051,006,2025,1437
006051,006,2026,1439
006052,006,2025,631
006052,006,2026,636
006053,006,2025,4815
006053,006,2026,4807
006054,006,2025,384
006054,006,2026,391
006055,006,2025,260
006055,006,2026,248
006056,006,2025,454
006056,006,2026,446
006057,006,2025,371
006057,006,2026,355
006058,006,2025,294
006058,006,2026,293
006059,006,2025,1270
006059,006,2026,1264
006060,006,2025,423
006060,006,2026,420
006061,006,2025,918
006061,006,2026,892
006062,006,2025,313
006062,006,2026,310
006063,006,2025,1013
006063,006,2026,1002
006065,006,2025,162
006065,006,2026,161
006066,006,2025,178
006066,006,2026,174
006067,006,2025,557
006067,006,2026,530
006068,006,2025,2078
006068,006,2026,2066
006069,006,2025,299
006069,006,2026,307
006070,006,2025,507
006070,006,2026,491
006071,006,2025,430
006071,006,2026,425
006072,006,2025,464
006072,006,2026,449
006073,006,2025,1353
006073,006,2026,1349
006074,006,2025,632
006074,006,2026,651
006075,006,2025,1892
006075,006,2026,1882
006076,006,2025,1602
006076,006,2026,1604
006077,006,2025,1037
006077,006,2026,1033
006078,006,2025,791
006078,006,2026,783
006079,006,2025,626
006079,006,2026,638
006081,006,2025,4387
006081,006,2026,4344
006082,006,2025,700
006082,006,2026,682
006083,006,2025,272
006083,006,2026,277
006084,006,2025,228
006084,006,2026,225
006085,006,2025,467
006085,006,2026,477
006086,006,2025,287
006086,006,2026,288
006087,006,2025,649
006087,006,2026,654
006088,006,2025,804
006088,006,2026,797
006090,006,2025,78
006090,006,2026,79
006091,006,2025,1293
006091,006,2026,1276
006092,006,2025,1216
006092,006,2026,1236
006093,006,2025,178
006093,006,2026,172
006094,006,2025,1201
006094,006,2026,1204
006095,006,2025,2005
006095,006,2026,1984
006096,006,2025,565
006096,006,2026,567
006097,006,2025,895
006097,006,2026,890
006098,006,2025,201
006098,006,2026,200
006099,006,2025,199
006099,006,2026,194
006100,006,2025,155
006100,006,2026,145
006101,006,2025,561
006101,006,2026,552
006102,006,2025,229
006102,006,2026,227
006103,006,2025,208
006103,006,2026,206
006104,006,2025,583
006104,006,2026,576
006105,006,2025,276
006105,006,2026,272
006106,006,2025,512
006106,006,2026,509
006107,006,2025,266
006107,006,2026,271
006108,006,2025,305
006108,006,2026,312
006109,006,2025,1281
006109,006,2026,1270
006110,006,2025,403
006110,006,2026,388
006111,006,2025,663
006111,006,2026,666
006112,006,2025,602
006112,006,2026,593
006113,006,2025,1270
006113,006,2026,1210
006114,006,2025,27395
006114,006,2026,27427
006115,006,2025,1208
006115,006,2026,1195
006116,006,2025,403
006116,006,2026,397
006117,006,2025,225
006117,006,2026,207
006118,006,2025,104
006118,006,2026,105
006119,006,2025,384
006119,006,2026,377
006120,006,2025,543
006120,006,2026,532
006121,006,2025,10816
006121,006,2026,10941
006122,006,2025,1221
006122,006,2026,1224
006123,006,2025,1308
006123,006,2026,1322
006124,006,2025,202
006124,006,2026,206
006125,006,2025,513
006125,006,2026,509
006126,006,2025,589
006126,006,2026,593
006127,006,2025,1262
006127,006,2026,1263
006128,006,2025,1144
006128,006,2026,1156
006129,006,2025,863
006129,006,2026,850
006131,006,2025,323
006131,006,2026,329
006132,006,2025,3499
006132,006,2026,3570
006133,006,2025,1327
006133,006,2026,1317
006134,006,2025,486
006134,006,2026,491
006135,006,2025,328
006135,006,2026,328
006136,006,2025,1018
006136,006,2026,1013
006137,006,2025,293
006137,006,2026,311
006138,006,2025,4540
006138,006,2026,4558
006139,006,2025,506
006139,006,2026,501
006140,006,2025,1892
006140,006,2026,1860
006141,006,2025,1359
006141,006,2026,1362
006142,006,2025,1434
006142,006,2026,1435
006143,006,2025,610
006143,006,2026,604
006144,006,2025,1353
006144,006,2026,1332
006145,006,2025,396
006145,006,2026,400
006146,006,2025,114
006146,006,2026,113
006147,006,2025,1369
006147,006,2026,1396
006148,006,2025,216
006148,006,2026,222
006149,006,2025,1402
006149,006,2026,1387
006150,006,2025,335
006150,006,2026,326
006151,006,2025,3850
006151,006,2026,3853
006152,006,2025,523
006152,006,2026,519
006153,006,2025,1214
006153,006,2026,1204
006154,006,2025,4064
006154,006,2026,4053
006155,006,2025,543
006155,006,2026,530
006156,006,2025,349
006156,006,2026,337
006157,006,2025,377
006157,006,2026,375
006158,006,2025,1110
006158,006,2026,1096
006159,006,2025,506
006159,006,2026,510
006160,006,2025,5899
006160,006,2026,6004
006161,006,2025,1179
006161,006,2026,1185
006162,006,2025,1875
006162,006,2026,1839
006163,006,2025,1583
006163,006,2026,1581
006164,006,2025,193
006164,006,2026,196
006165,006,2025,898
006165,006,2026,887
006166,006,2025,356
006166,006,2026,356
006167,006,2025,2234
006167,006,2026,2259
006168,006,2025,1937
006168,006,2026,1940
006169,006,2025,1488
006169,006,2026,1460
006170,006,2025,580
006170,006,2026,594
006171,006,2025,868
006171,006,2026,860
006172,006,2025,825
006172,006,2026,817
006173,006,2025,1321
006173,006,2026,1297
006174,006,2025,26462
006174,006,2026,26643
006175,006,2025,265
006175,006,2026,263
006176,006,2025,636
006176,006,2026,621
006177,006,2025,18218
006177,006,2026,18313
006178,006,2025,948
006178,006,2026,973
006179,006,2025,932
006179,006,2026,926
006180,006,2025,2072
006180,006,2026,2066
006181,006,2025,3067
006181,006,2026,3094
006182,006,2025,462
006182,006,2026,454
006183,006,2025,843
006183,006,2026,846
006184,006,2025,286
006184,006,2026,283
006185,006,2025,1703
006185,006,2026,1701
006186,006,2025,650
006186,006,2026,650
006187,006,2025,1183
006187,006,2026,1169
006188,006,2025,1138
006188,006,2026,1135
006189,006,2025,125
006189,006,2026,129
006190,006,2025,658
006190,006,2026,649
006191,006,2025,1805
006191,006,2026,1796
006192,006,2025,1584
006192,006,2026,1564
006193,006,2025,1279
006193,006,2026,1255
007001,007,2025,205
007001,007,2026,197
007002,007,2025,553
007002,007,2026,552
007003,007,2025,33096
007003,007,2026,33127
007004,007,2025,1231
007004,007,2026,1215
007005,007,2025,821
007005,007,2026,819
007006,007,2025,301
007006,007,2026,294
007007,007,2025,1358
007007,007,2026,1370
007008,007,2025,2098
007008,007,2026,2093
007009,007,2025,102
007009,007,2026,99
007010,007,2025,217
007010,007,2026,212
007011,007,2025,972
007011,007,2026,979
007012,007,2025,818
007012,007,2026,823
007013,007,2025,744
007013,007,2026,755
007014,007,2025,560
007014,007,2026,577
007015,007,2025,880
007015,007,2026,880
007016,007,2025,112
007016,007,2026,113
007017,007,2025,715
007017,007,2026,702
007018,007,2025,369
007018,007,2026,360
007019,007,2025,2395
007019,007,2026,2411
007020,007,2025,4303
007020,007,2026,4299
007021,007,2025,1327
007021,007,2026,1329
007022,007,2025,2521
007022,007,2026,2494
007023,007,2025,2392
007023,007,2026,2394
007024,007,2025,514
007024,007,2026,509
007025,007,2025,233
007025,007,2026,232
007026,007,2025,476
007026,007,2026,484
007027,007,2025,1789
007027,007,2026,1779
007028,007,2025,447
007028,007,2026,437
007029,007,2025,403
007029,007,2026,404
007030,007,2025,1695
007030,007,2026,1679
007031,007,2025,3324
007031,007,2026,3323
007032,007,2025,322
007032,007,2026,321
007033,007,2025,767
007033,007,2026,769
007034,007,2025,1158
007034,007,2026,1164
007035,007,2025,631
007035,007,2026,642
007036,007,2025,376
007036,007,2026,372
007037,007,2025,1275
007037,007,2026,1283
007038,007,2025,714
007038,007,2026,701
007039,007,2025,107
007039,007,2026,107
007040,007,2025,2043
007040,007,2026,2035
007041,007,2025,774
007041,007,2026,746
007042,007,2025,419
007042,007,2026,410
007043,007,2025,1742
007043,007,2026,1762
007044,007,2025,2057
007044,007,2026,2066
007045,007,2025,2931
007045,007,2026,2916
007046,007,2025,168
007046,007,2026,169
007047,007,2025,201
007047,007,2026,207
007048,007,2025,448
007048,007,2026,439
007049,007,2025,1452
007049,007,2026,1446
007050,007,2025,176
007050,007,2026,177
007051,007,2025,778
007051,007,2026,771
007052,007,2025,3526
007052,007,2026,3517
007053,007,2025,963
007053,007,2026,955
007054,007,2025,4167
007054,007,2026,4151
007055,007,2025,76
007055,007,2026,74
007056,007,2025,168
007056,007,2026,165
007057,007,2025,1007
007057,007,2026,984
007058,007,2025,3412
007058,007,2026,3436
007059,007,2025,365
007059,007,2026,372
007060,007,2025,1296
007060,007,2026,1283
007061,007,2025,324
007061,007,2026,336
007062,007,2025,191
007062,007,2026,188
007063,007,2025,3238
007063,007,2026,3242
007064,007,2025,338
007064,007,2026,353
007065,007,2025,4417
